date,country,order_number,SKU,model,original text,summary,is_complaint,categories
2025-01-03 03:10:51,FR,404-1664941-4312366,AU-PJ-AD001S-EUWH0,AD001S,Lentille ray®¶e par l'int®¶rieur,The lens is scratched on the inside.,TRUE,['Other Hardware Issue']
2025-01-05 00:00:00,FR,403-7159104-6401142,AU-PJ-AD001S-EUWH0,AD001S,Ne convient pas avec mon t®¶l®¶phone,The product is not compatible with the user's phone.,TRUE,['Specification Mismatch']
2025-01-04 00:00:00,FR,408-6654291-6617145,AU-PJ-AD001S-EUWH0,AD001S,"Keystone ne fonctionne parfois pas. Seule la partie sup®¶rieure de l'image est nette. Au bout d'un moment, lorsque vous regardez un film, l'image perd sa nettet®¶.","The keystone function sometimes does not work properly, causing only the upper part of the image to be clear, and the image loses sharpness over time when watching a movie.",TRUE,['Other Hardware Issue']
2025-01-02 00:00:00,FR,408-0309239-3957116,AU-PJ-AD001S-EUWH0,AD001S,"L'article a visiblement d®¶j®§ ®¶t®¶ utilis®¶ (lunette sale, date de premier usage indiqu®¶e une semaine avant que nous ne recevions l'article).","The item appears to have been used before, with dirty glasses and a first usage date indicated a week before delivery.",TRUE,['Other Issue']
2024-12-31 00:00:00,FR,403-6918443-3028362,AU-PJ-AD001P-EUDG0,AD001P,"connexion impossible avec le pc et les smartphones, t®¶l®¶commande trop sensible en faisant des recherches elle saute les applications.","User is experiencing connectivity issues between the device and PC/smartphones and finds the remote control too sensitive, causing it to skip applications during navigation.",TRUE,"['Connectivity Issue', 'Other Hardware Issue']"
2024-12-31 00:00:00,FR,402-0256772-4970771,AU-PJ-AD001P-EUDG0,AD001P,Trop bruyant Mauvais calibrage (flou sur les bords),The device is too noisy and has poor calibration causing blurry edges.,TRUE,"['Sound Issue', 'Display Issue']"
2025-01-02 00:00:00,FR,403-2194893-5881936,AU-PJ-AD001P-EUDG0,AD001P,Cooling ventilator too noisy.,The cooling fan is excessively noisy.,TRUE,['Other Hardware Issue']
2024-12-31 00:00:00,ES,407-1821718-8415532,AU-PJ-AD001S-EUWH0,AD001S,No me parece que tenga suficiente definici®Æn ni calidad en general,The user feels the product lacks sufficient definition and overall quality.,TRUE,"['Specification Mismatch', 'Other Hardware Issue']"
2025/01/06,JP,250-4848926-5990261,AU-PJ-AD001S-JPWH0,AD001S," π”√§∑§∆§Î◊Ó÷–§Àπ‚§Œ•¡•È§ƒ§≠§¨∞k…˙§∑§ø§Í°¢ª≠√Ê◊‘ÃÂ§¨±°◊œ§À§ §√§ø§ﬁ§ﬁ§À§ §Í§ﬁ§π°£“ª∂»Îä‘¥§Ú«–§Î§»∏ƒ…∆§œ§π§Î§Œ§«§π§¨°¢§∑§–§È§Ø§π§Î§»§«§Î§≥§»§¨§¢§ÍŸè»Î§∑§∆§ﬁ§¿ ˝ªÿ§∑§´ π§√§∆§§§ §§§ø§·–ƒ≈‰§«§π°£
§¥¥_’J§™Óä§§…Í§∑…œ§≤§ﬁ§π°£","The user experiences screen flickering and a persistent pale purple tint, which temporarily improves after power cycling, and is concerned as the product has been used only a few times.",TRUE,"['Display Issue', 'On/Off Issue']"
2025/01/06,JP,250-8569611-4844624,AU-PJ-AD001S-JPWH0,AD001S,"§™ ¿‘í§À§ §√§∆§™§Í§ﬁ§π
œ»§ÀÀÕ∏∂§∑§øª≠œÒ§Œƒ⁄»›§À§∆°¢Ÿè»Î§µ§ª§∆§§§ø§¿§§§ø•◊•Ì•∏•ß•Ø•ø©`§Ú π”√§µ§ª§∆§§§ø§¿§§§∆§™§Í§ﬁ§π°¢π§ÃŸ§»…Í§∑§ﬁ§π
§≥§Œ§ø§”°¢Îä‘¥§Ú»Î§Ï§∆§‚ª≠√Ê§¨√˜úÁ§∑°¢ÑŸ ÷§ÀÎä‘¥§¨¬‰§¡§∆§∑§ﬁ§§°¢ π”√§«§≠§ §Ø§ §√§ø§ø§·§¥ﬂBΩj§µ§ª§∆§§§ø§¿§≠§ﬁ§∑§ø
∫Œ∂»§´‘á§∑§ﬁ§∑§ø§¨°¢∆Ñ”··°∫AURZEN°ª§Œª≠√Ê§«°¢◊‘Ñ”µƒ§ÀÎä‘¥§¨¬‰§¡§∆§∑§ﬁ§¶§ø§·°¢≥ˆ∫…◊¥ëB§Àë¯§π§ §…§Œ≤Ÿ◊˜§‚≤ªø…ƒ‹§ ◊¥ëB§«§π
§™√¶§∑§§§»§œ¥Ê§∏§ﬁ§π§¨°¢§¥åùèÍ§§§ø§¿§±§Ï§––“§§§«§π
§Ë§Ì§∑§Ø§™Óä§§§§§ø§∑§ﬁ§π","The customer reports that the projector flickers and powers off automatically after startup, making it unusable and preventing reset to factory settings.",TRUE,"['On/Off Issue', 'Other Hardware Issue']"
2025/01/07,JP,250-6903949-9414223,AU-PJ-AD001S-JPWH0,AD001S,Îä‘¥§¨»Î§È§ §§,The device does not power on.,TRUE,['On/Off Issue']
2025/01/07,JP,503-9168077-3633434,AU-PJ-AD001S-JPWH0,AD001S,Õ∂”∞§∑§øïr§ÀÃ®–Œ§Ω§ŒÀ˚§Œ◊‘Ñ”—a’˝§¨§¢§Î§¨°¢Ã®–Œ§À§ §√§∆§∑§ﬁ§§°¢•‘•Û•»§‚…œœ¬◊Û”“§«∫œ§¶≤ø∑÷§»∫œ§Ô§ §§≤ø∑÷§¨§¢§Í°¢∫Œªÿ≥ı∆⁄ªØ§∑§∆§‚Õ¨òî§Œ÷¢◊¥§À§ §Î°£,"The projector's auto keystone correction is not working properly, resulting in a trapezoidal image with focus issues that persist even after multiple resets.",TRUE,"['Display Issue', 'Other Hardware Issue']"
2025/01/07,JP,250-6915503-1159056,AU-PJ-AD001S-JPWH0,AD001S,ª≠œÒ§¨±°§§,The image appears to be faint or dim.,TRUE,['Display Issue']
2025-01-07 00:00:00,US,111-2222543-2630666,AU-PJ-AD001S-USWH0,AD001S,"For some reason my projector is purchased in July 2023 stopped working. When I try turning it on, it blinks a couple times and then shuts off. I tried repeatedly but I think it's a defect. How can I?fix this? Or how should I proceed with a warranty claim? I'd like a new one and replace this so please?let me know what info is needed.",Projector purchased in July 2023 is not turning on properly; it blinks a few times then shuts off. The user suspects a defect and wants to know how to proceed with a warranty claim for a replacement.,TRUE,"['On/Off Issue', 'Other Hardware Issue']"
2025-01-07 00:00:00,US,111-6897666-9119455,AU-PJ-AD001S-USWH0,AD001S,I recently ordered your projector from Amazon. I don°Øt seem to have the kickstand piece that screws into the bottom of the projector. Can I get that piece sent to me? It is for :?Aurzen EAZZE D1 Smart Projector?,Customer is missing the kickstand piece that attaches to the bottom of the Aurzen EAZZE D1 Smart Projector and is requesting it to be sent.,TRUE,['Accessory Issue']
2025-01-06 00:00:00,US,113-7520837-0161024,AU-PJ-AD001P-USDG0,AD001P,"Good evening Aurzen Staff,
I ordered my Aurzen EAZZE?D1 Pro on Amazon on 10/03/2024, and it worked until yesterday. The projector powered up, and the projector lens moved in/out like it was trying to focus. However, no light came?out of the lens. I'm afraid the projector's light bulb may be dead.?
I tried restarting several times and unplugging and replugging the power cord and still not luck. The projector is still not working; no light is coming out of the lens.?
Any recommendations? If not, then could I exchange or get a refund? I have attached photographs of the unit, original box, and amazon receipt to this email.","The customer reports that their Aurzen EAZZE D1 Pro projector powers on and attempts to focus, but no light is emitted, possibly indicating a dead bulb. The customer has tried restarting and reconnecting power without success and is seeking recommendations or a refund/exchange.",TRUE,['Other Hardware Issue']
2025-01-01 00:00:00,US,113-3764377-3635424,AU-PJ-AD001S-USWH0,AD001S,"Name: JingJign. Email: jingjingli100101@gmail.com. Has a lot of white dots when turning on. Cleaned the lens but still same issue. Also gets a message ""Auto focus failed"".","The device shows many white dots on startup and displays an 'Auto focus failed' message, despite lens cleaning.",TRUE,['Other Hardware Issue']
2025-01-07 00:00:00,UK,203-2553834-1053946,AU-PJ-AD001P-GBDG0,AD001P,"My wife got me the 'EAZZEE D1 PRO' projector as a Christmas gift. I
love it but unfortunately, right out of the box, it had a dark spot.
I followed this video and used the cotton buds provided in the
projectors packaging but no luck removing the dark spot. Perhaps some
more specific instructions on how to use the cotton bud would be
helpful.",The user received a projector as a gift that has a dark spot on the display out of the box and found the provided instructions for cleaning unclear.,TRUE,"['Display Issue', 'Documentation Issue']"
2025-01-02 00:00:00,US,111-6185120-9821033,AU-PJ-AD001S-USWH0,AD001S,"Hi i ordered the aurzen eazze series projector on october 24 2024 and its already not working. The light next to the power button is flashing red and white and the screen is flashing very dim, i was wondering if i could get a replacement one. Thank you?","The projector stopped working shortly after purchase, showing a flashing red and white light and a dim flashing screen, and the user is requesting a replacement.",TRUE,['Other Hardware Issue']
2025-01-06 00:00:00,UK,205-6611536-3181135,AU-PJ-AD001P-GBDG0,AD001P,"I have recently bought a projector from Amazon and first time it got connected to projector and suddenly it got disconnected whenever i am pressing any button the red light is constantly blinking and now i am not able to pair with the projector also.
My order id is 205-6611536-3181135","The user is experiencing connectivity issues with a newly purchased projector, including frequent disconnections and inability to pair, accompanied by a blinking red light.",TRUE,"['Connectivity Issue', 'Other Hardware Issue']"
2025-01-06 00:00:00,US,113-9440090-0797038,AU-PJ-AD001S-USWH0,AD001S,"Name: Rachel Fossetta. Email: raachelmelanie@gmail.com Not turning on. Power cable was firmly connected. Buttons blink but when pressing, it does not turn on. Issue began last week.",Device does not turn on despite power cable being firmly connected and buttons blinking when pressed.,TRUE,"['On/Off Issue', 'Other Hardware Issue']"
2025-01-07 00:00:00,UK,204-1333302-1697145,AU-PJ-AD001S-GBWH0,AD001S,"After updating the software in the project, HDMI does not provide sound from the projector.","After a software update, the projector's HDMI output no longer provides sound.",TRUE,"['Sound Issue', 'Software Issue']"
2025-01-06 00:00:00,US,111-4517937-8461815,AU-PJ-AD001S-USWH0,AD001S,I am unable to get the projector to save zoom function. If I scroll down to highlight the options the zoom number changes. When pushing the back button (save and back) it doesn't save. I'm also I unable to save auto focus after reboot. Why doesn't it work?,User is unable to save zoom function settings and auto focus settings after reboot on the projector.,TRUE,['Software Issue']
2025-01-07 00:00:00,CA,701-2446699-5381067,AU-PJ-AD001S-CAWH0,AD001S,"""I always get °∞auto screen failed°±
No matter where i put it.
Also, the right side is a bit more blurry than the left side.
Any solution? Or there is something wrong with this machine?""","User experiences an 'auto screen failed' error and notices the right side of the screen is blurrier than the left side, questioning if the machine is faulty.",TRUE,"['Display Issue', 'Other Hardware Issue']"
2025-01-01 00:00:00,US,114-5877771-4305853,AU-PJ-AD001P-USDG0,AD001P,Last night my projector was having a white flash/flicker consistently?while watching Netflix. How can I fix this? I was reading it could be the?bulb or overheating. I love my projector and want to fix it. I purchased from Amazon in October this year. I will include my order Information below. Thanks for your time in advance!?,"User reports a consistent white flash/flicker on their projector while watching Netflix and seeks advice on fixing it, mentioning potential causes like the bulb or overheating.",TRUE,['Other Hardware Issue']
2025-01-06 00:00:00,CA,702-1268074-0887467,AU-PJ-AD001S-CAWH0,AD001S,"Model : Aurzen EAZZE smart D1
Amazon order :? n°„?702-1268074-0887467
I'm having trouble with my projector, which is no longer working...?
J'ai un souci avec mon projecteur qui ne fonctionne plus...?",The customer reports that their Aurzen EAZZE smart D1 projector is no longer working.,TRUE,['Other Hardware Issue']
2025-01-07 00:00:00,UK,205-2076059-3021962,AU-PJ-AD001P-GBDG0,AD001P,thank you for your email tho i like the project it does seem to have a little focus problem. no matter what we do it seems the smaller text looks blury no massivly but it is noticable to someone with glasses so not sure if the setting are working or if it just slight problem with the projector it self,"The user appreciates the project but notes a slight focus problem causing smaller text to appear blurry, especially for those with glasses.",TRUE,['Display Issue']
2025-01-06 00:00:00,CA,702-8070846-8875459,AU-PJ-AD001P-CADG0,AD001P,"I received my projector today.
It does not power on when plugged in.
Everything is new, I had to put batteries in the remote.
The remote lights up & sends a signal.
The projector does not turn on with remote or the panel on the top.
The power block has a green light on. Everything is plugged in correctly.
Nothing happens. It is dead and not working.
Please contact back asap.
If I don't get a reply in 2-4 days, I will just return this projector.
Thanks.",The projector does not power on despite being properly plugged in and the remote working; the user is requesting assistance or plans to return it.,TRUE,"['On/Off Issue', 'Other Hardware Issue']"
2025-01-07 00:00:00,CA,701-2963235-3633054,AU-PJ-AD001S-CAWH0,AD001S,My D1 is switching on by itself arbitrarily even with the lens cover on. Furthermore it does not connect to wifi every 3rd to 5th time I switch it in.,The D1 device switches on by itself arbitrarily and has intermittent WiFi connectivity issues.,TRUE,"['On/Off Issue', 'Connectivity Issue']"
2025-01-07 00:00:00,UK,026-3502067-2069111,AU-PJ-AD001S-GBWH0,AD001S,"1. I would say I am somewhat satisfied with the image quality. Not completely satisfied.
2. The setup and connection was indeed user friendly.
3. No significant issues. The issue is that it takes time to start and show the home page. The suggestion would be that to have a better UI for focusing and keystone, the auto keystone and focus is not always accurate, I have to always do it manually. I would suggest to have a better UI for manual focus and keystone. For focusing it just shows ""FOCUS"" text in the centre. Suggestion to have a better and more texts/images for focusing to see if the image is focused perfectly. Other suggestion would be to include multiple gridlines for proper manual keystone. 
Kind Regards,
Mohammed Faizan","User is somewhat satisfied with image quality and finds the setup user-friendly but complains about slow startup and inadequate auto/manual focus and keystone features, suggesting UI improvements.",TRUE,"['Software Issue', 'Other Hardware Issue']"
2025-01-07 00:00:00,UK,206-1127185-4253128,AU-PJ-AD001S-GBWH0,AD001S,"It's best to set your expectations quite low then you may be delighted.
The picture is bright enough to use in a darkish environment. Don't expect a pin sharp image as I suspect the lens is of average quality at best.
You will only achieve a good level of focus all round if the projector is perfectly aligned with the screen both in height and angle. This is difficult to achieve in a small room and this projector is best for a small room unfortunately.
The mount for a tripod is rather stupidly off centre to the right which means if you plug anything into the inputs, which are also on the right, you'll never be able to get it level.
On the plus side this projector is very cheap for what it does deliver. That's quite a lot actually. Fan noise isn't very loud. If you pair it with a decent sound source via Bluetooth or wire it delivers very well.
It has YouTube, Prime and Netflix and inputs for chromecast, firestick or dvd etc. It plays nearly all file types I've tried via USB stick.
It's","The user finds the projector's image and lens quality average, with difficulties in achieving proper focus and alignment due to design flaws, particularly the off-center tripod mount interfering with input usage. However, they appreciate the price, decent fan noise, and good multimedia compatibility.",TRUE,"['Display Issue', 'Other Hardware Issue']"
2025-01-07 00:00:00,UK,206-6290155-8221926,AU-PJ-AD001S-GBWH0,AD001S,"Hello thank you for the above information. Although helpful I am a little disappointed regarding not being able to view Disney as this is not advised anywhere on your page. Not after buying the product is it advised. My children love to watch Disney along with Netflix. My autistic daughter watches all her favourite programmes on Disney and is quite upset about this. 
So very disappponting as this should
Be noted in your sales page!","Customer is disappointed that Disney is not available and this was not mentioned on the sales page, which upset their autistic daughter who watches Disney programs.",TRUE,['Specification Mismatch']
